OFFENSE_CODE_GROUP,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET
Larceny,A1,111,2018,4,Tuesday,16,TEMPLE PL
Simple Assault,A1,111,2018,4,Tuesday,16,TEMPLE PL
Larceny,D4,146,2018,4,Saturday,15,HUNTINGTON AVE
Motor Vehicle Accident Response,C11,460,2018,4,Tuesday,15,GENEVA AVE
Verbal Disputes,E13,570,2018,4,Tuesday,15,WILLIAMS ST
Recovered Stolen Property,C11,362,2018,4,Tuesday,16,KENWOOD ST
Auto Theft,C11,362,2018,4,Tuesday,16,KENWOOD ST
Larceny,D4,133,2018,4,Tuesday,15,NEWBURY ST
Fraud,B3,414,2018,4,Tuesday,16,PLEASANT HILL AVE
Investigate Property,D4,624,2018,4,Tuesday,15,YAWKEY WAY
Investigate Property,B3,422,2018,4,Monday,15,RIVER ST
Fraud,B3,565,2018,4,Saturday,16,SENATOR BOLLING CIR
Larceny,A1,74,2018,4,Tuesday,15,BOWKER ST
Other,A1,74,2018,4,Tuesday,15,BOWKER ST
Other,A1,74,2018,4,Tuesday,15,BOWKER ST
Simple Assault,B2,326,2018,4,Tuesday,15,BLUE HILL AVE
Drug Violation,C6,175,2018,4,Tuesday,15,GIBSON ST
Motor Vehicle Accident Response,B2,587,2018,4,Saturday,20,DELLE AVE
Other,C11,354,2018,4,Tuesday,14,ADAMS ST
Larceny,B2,257,2018,4,Tuesday,14,COLUMBIA RD
Fraud,A1,70,2018,4,Tuesday,11,PINCKNEY ST
Other,E5,675,2018,4,Tuesday,12,SOUTH ST
Investigate Person,B2, ,2018,4,Tuesday,14,MALCOLM X BLVD
Investigate Property,E5,723,2018,4,Tuesday,14,VFW PKWY
Medical Assistance,A7,12,2018,4,Tuesday,14,BENNINGTON ST
Investigate Property,A1,61,2018,4,Tuesday,14,FLEET CENTER PL
Fraud,B2,311,2018,4,Tuesday,14,EDGEWOOD ST
Larceny,C11,349,2018,3,Tuesday,18,DORCHESTER AVE
Fraud,C11,349,2018,3,Tuesday,18,DORCHESTER AVE
Warrant Arrests,D4,903,2018,4,Tuesday,14,SHAWMUT AVE
Medical Assistance,B3,565,2018,4,Tuesday,14,SENATOR BOLLING CIR
Larceny From Motor Vehicle,B2,282,2018,4,Tuesday,12,SAINT JAMES ST
Fraud,A7,32,2018,4,Tuesday,14,MAVERICK ST
Larceny,E18,490,2018,4,Tuesday,14,AMERICAN LEGION HWY
Investigate Property,E18,497,2018,4,Tuesday,13,CRANE ST
Property Found,E5,289,2018,4,Tuesday,14,SCHROEDER PLZ
Police Service Incidents,C6,175,2018,4,Tuesday,13,BRADSTON ST
Property Lost,E5,660,2018,11,Friday,0,VFW PKWY
Property Lost,A1,73,2018,3,Friday,12,CENTER PLZ
Property Lost,B3,465,2018,4,Tuesday,14,BLUE HILL AVE
Other,E18,524,2018,4,Tuesday,8,NEEDHAM RD
Fraud,C11,435,2018,4,Tuesday,14,WASHINGTON ST
Vandalism,E5,562,2018,4,Tuesday,14,FLORENCE ST
Medical Assistance,C11,244,2018,4,Tuesday,13,MAYFIELD ST
Motor Vehicle Accident Response,B3, ,2018,4,Tuesday,13,BLUE HILL AVE
Medical Assistance,E13,570,2018,4,Tuesday,12,FOREST HILLS ST
Larceny,D4,130,2018,4,Friday,21,HUNTINGTON AVE
Towed,D4,905,2018,4,Tuesday,12,E BROOKLINE ST
Larceny,B2,611,2018,4,Tuesday,13,NEW WHITNEY ST
Fraud,A1,111,2018,3,Thursday,9,AVERY ST
Medical Assistance,A7,17,2018,4,Tuesday,13,PRINCETON ST
Medical Assistance,B2,316,2018,4,Tuesday,13,WALNUT AVE
Motor Vehicle Accident Response,, ,2018,4,Monday,0,WALNUT
Other Burglary,C6,178,2018,4,Tuesday,12,MASSACHUSETTS AVE
Verbal Disputes,B3,427,2018,4,Tuesday,12,CLARKWOOD ST
Violations,E18,503,2018,4,Tuesday,10,WALK HILL ST
Violations,E18,503,2018,4,Tuesday,10,WALK HILL ST
Medical Assistance,A7,15,2018,4,Tuesday,13,MOORE ST
Medical Assistance,B3,441,2018,4,Tuesday,12,KINGSDALE ST
Motor Vehicle Accident Response,E13,575,2018,4,Tuesday,12,GERMANIA ST
Investigate Property,B3,463,2018,4,Tuesday,12,AMERICAN LEGION HWY
Harassment,B3,435,2018,4,Tuesday,13,PEACEVALE RD
Investigate Person,B2,613,2018,4,Tuesday,10,PILGRIM RD
Investigate Property,E18,540,2018,4,Tuesday,11,RIVER ST
Motor Vehicle Accident Response,C6,205,2018,4,Tuesday,9,SUMMER ST
Medical Assistance,E13,307,2018,4,Tuesday,11,COLUMBUS AVE
Aggravated Assault,E18,540,2018,4,Tuesday,13,SUNNYSIDE ST
Investigate Person,A1,111,2018,4,Tuesday,11,BOYLSTON ST
Restraining Order Violations,A1,85,2018,4,Monday,0,ENDICOTT ST
Towed,A1,84,2018,4,Tuesday,10,PRINCE ST
Property Related Damage,C11,369,2018,4,Monday,14,NEPONSET AVE
Other,E13,930,2018,4,Tuesday,11,COLUMBUS AVE
Fraud,D4,164,2018,4,Tuesday,12,WASHINGTON ST
Fraud,A1,106,2018,4,Tuesday,6,FEDERAL ST
Property Lost,A1,124,2018,4,Friday,14,KNEELAND ST
Medical Assistance,D4,130,2018,4,Tuesday,12,BOYLSTON ST
Investigate Person,B3,444,2018,4,Tuesday,11,GLENWAY ST
Investigate Property,A1,109,2018,4,Tuesday,12,FRANKLIN ST
Investigate Property,A1,106,2018,4,Tuesday,11,FEDERAL ST
Larceny From Motor Vehicle,C11,360,2018,4,Monday,15,UPLAND AVE
Property Lost,E18,488,2018,4,Monday,12,GEORGE ST
Other,C11,337,2018,4,Sunday,15,EVERTON ST
Vandalism,D4,147,2018,4,Sunday,23,CLAREMONT PARK
Medical Assistance,D4,152,2018,4,Tuesday,11,WARREN AVE
Medical Assistance,E18,480,2018,4,Tuesday,11,FAIRLAWN AVE
Auto Theft,B3,565,2018,4,Tuesday,11,SENATOR BOLLING CIR
Auto Theft Recovery,B3,565,2018,4,Tuesday,11,SENATOR BOLLING CIR
Towed,A1,69,2018,4,Tuesday,7,CHESTNUT ST
Towed,C11,366,2018,4,Tuesday,11,EDWIN ST
Harassment,E5,687,2018,4,Sunday,19,BELGRADE AVE
Missing Person Reported,E5,563,2018,4,Friday,11,FAWNDALE RD
Missing Person Located,E5,563,2018,4,Friday,11,FAWNDALE RD
Police Service Incidents,C6,200,2018,4,Tuesday,11,W BROADWAY
Warrant Arrests,C6,175,2018,4,Tuesday,11,SOUTHAMPTON ST
Larceny,D4,627,2018,4,Tuesday,11,BOYLSTON ST
Investigate Person,A7,24,2018,4,Tuesday,10,MARION ST
Property Lost,A15,41,2018,3,Tuesday,0,BUNKER HILL ST
Missing Person Reported,D4,273,2018,4,Monday,10,MASSACHUSETTS AVE
Missing Person Located,D4,273,2018,4,Monday,10,MASSACHUSETTS AVE
Larceny From Motor Vehicle,B2,330,2018,4,Monday,13,NORMANDY ST
Motor Vehicle Accident Response,E13,641,2018,4,Tuesday,10,CENTRE ST
Larceny,B2,329,2018,4,Tuesday,10,BLUE HILL AVE
Other,C6,174,2018,4,Tuesday,6,DEXTER ST
Investigate Person,D4,285,2018,4,Tuesday,10,TREMONT ST
Investigate Person,C6,174,2018,4,Tuesday,7,DORCHESTER AVE
Motor Vehicle Accident Response,E18,493,2018,4,Saturday,17,FRAZER ST
Other,B2,288,2018,4,Monday,1,MALCOLM X BLVD
Missing Person Reported,C11,817,2018,4,Friday,8,TALBOT AVE
Missing Person Located,C11,817,2018,4,Friday,8,TALBOT AVE
Investigate Property,B2,238,2018,4,Tuesday,9,QUINCEFIELD ST
Police Service Incidents,A15,41,2018,4,Monday,4,VINE ST
Verbal Disputes,C11,397,2018,4,Saturday,18,TALBOT AVE
Larceny From Motor Vehicle,A15,427,2018,4,Tuesday,9,WARREN ST
Fraud,B3,469,2018,4,Tuesday,10,WALK HILL ST
Larceny,B2,184,2018,4,Tuesday,9,E COTTAGE ST
Warrant Arrests,A1,63,2018,4,Tuesday,9,NEW SUDBURY ST
Larceny From Motor Vehicle,C6,194,2018,4,Monday,17,GLOVER CT
Other,E5,550,2018,4,Tuesday,9,BLUE LEDGE DR
Vandalism,E5,550,2018,4,Tuesday,9,BLUE LEDGE DR
Larceny,D4,161,2018,4,Tuesday,9,TREMONT ST
Other,C11,395,2018,4,Tuesday,7,DORCHESTER AVE
Prisoner Related Incidents,C11,351,2018,4,Tuesday,8,DORCHESTER AVE
Police Service Incidents,A15,41,2018,4,Tuesday,9,VINE ST
Fraud,A1,125,2018,4,Monday,12,CHURCH ST
Towed,A7,21,2018,4,Tuesday,8,MARION ST
Investigate Property,D14,797,2018,4,Tuesday,9,HARRY AGGANIS WAY
Other,C11,351,2018,4,Tuesday,8,LEONARD ST
Investigate Property,E5,564,2018,4,Monday,19,CLAXTON ST
Police Service Incidents,A15,41,2018,3,Wednesday,8,VINE ST
Towed,C11,366,2018,4,Tuesday,8,FLORIDA ST
Property Found,E13,574,2018,4,Tuesday,8,WASHINGTON ST
Medical Assistance,D4,165,2018,4,Tuesday,8,ALBANY ST
Other,E18,519,2018,3,Thursday,18,RIVER ST
Medical Assistance,B2,265,2018,4,Tuesday,7,BLUE HILL AVE
Investigate Person,C11,363,2018,4,Tuesday,6,DORCHESTER AVE
Vandalism,B2,329,2018,4,Monday,20,BISHOP JOE L SMITH WAY
Motor Vehicle Accident Response,E18,493,2018,4,Tuesday,6,HUNTINGTON AVE
Towed,D14,769,2018,4,Tuesday,5,SANDERSON PL
Motor Vehicle Accident Response,E13, ,2018,4,Tuesday,5,COLUMBUS AVE
Medical Assistance,C6,175,2018,4,Tuesday,5,GIBSON ST
Verbal Disputes,B2,268,2018,4,Tuesday,4,EUSTIS ST
Robbery,D4,598,2018,4,Tuesday,2,DALTON ST
Motor Vehicle Accident Response,C11, ,2018,4,Tuesday,3,BOWDOIN ST
Towed,D14,799,2018,4,Tuesday,1,GARDNER ST
Simple Assault,B2,613,2018,4,Tuesday,0,RIVERWAY
Towed,A1,66,2018,4,Tuesday,3,CHARLES ST
Violations,C11,351,2018,4,Tuesday,2,DORCHESTER AVE
Simple Assault,D14,792,2018,4,Tuesday,1,LORRAINE TER
Motor Vehicle Accident Response,C6,206,2018,4,Monday,22,NORTHERN AVE
Motor Vehicle Accident Response,, ,2018,4,Tuesday,1,
Medical Assistance,C6,936,2018,4,Monday,22,D ST
Warrant Arrests,C6,936,2018,4,Monday,22,D ST
Other,D4,285,2018,4,Tuesday,1,TREMONT ST
Medical Assistance,A1,125,2018,4,Tuesday,1,STUART ST
Fire Related Reports,A1,98,2018,4,Tuesday,0,WATER ST
Verbal Disputes,E13,572,2018,4,Monday,23,WASHINGTON ST
Other,B2,314,2018,4,Monday,22,HUMBOLDT AVE
Harassment,E18,489,2018,4,Tuesday,0,ROSEGLEN RD
License Violation,A1,75,2018,4,Tuesday,0,FRIEND ST
Other,D4,144,2018,4,Monday,22,CLEARWAY ST
Investigate Property,E13,575,2018,4,Monday,23,WASHINGTON ST
Vandalism,B2,304,2018,4,Monday,22,COLUMBUS AVE
Other,B2,304,2018,4,Monday,22,COLUMBUS AVE
Aggravated Assault,E13, ,2018,4,Monday,22,CENTRE ST
Disorderly Conduct,E13, ,2018,4,Monday,22,CENTRE ST
Harassment,C11,246,2018,4,Saturday,21,SYDNEY ST
Investigate Person,C11,345,2018,4,Monday,22,DRAPER ST
Verbal Disputes,C11,364,2018,4,Monday,22,CENTRE ST
Verbal Disputes,D14,816,2018,4,Monday,22,EMPIRE ST
Larceny,D4, ,2018,4,Monday,22,GAINSBOROUGH ST
Verbal Disputes,B3,469,2018,4,Monday,21,TENNIS RD
Vandalism,B2,298,2018,4,Monday,16,REGENT ST
Medical Assistance,B2,281,2018,4,Monday,21,BARD AVE
Fraud,E18,542,2018,4,Monday,21,RESERVATION RD
Other,A1,61,2018,4,Monday,21,FLEET CENTER PL
Disorderly Conduct,A1,61,2018,4,Monday,21,FLEET CENTER PL
Larceny,A1,111,2018,4,Monday,16,TREMONT ST
Larceny,A1,70,2018,4,Monday,19,CHARLES ST
Drug Violation,B3,465,2018,4,Monday,21,BLUE HILL AVE
Verbal Disputes,B3,420,2018,4,Monday,20,MORTON ST
Robbery,C6,191,2018,4,Monday,21,DORCHESTER AVE
Investigate Property,D14,802,2018,4,Sunday,9,HARVARD TER
Fraud,A1,61,2018,4,Monday,21,LEGENDS WAY
Simple Assault,B3,427,2018,4,Monday,21,ASTORIA ST
Investigate Person,A1,113,2018,4,Monday,20,SUMMER ST
Search Warrants,B3,465,2018,4,Monday,21,BLUE HILL AVE
Verbal Disputes,B2,328,2018,4,Monday,20,KINEO ST
Search Warrants,C11,359,2018,4,Monday,20,WASHINGTON ST
Motor Vehicle Accident Response,B2,264,2018,4,Sunday,23,JUDSON ST
Motor Vehicle Accident Response,D14,757,2018,4,Saturday,14,BELLAMY ST
Investigate Person,E18,502,2018,4,Monday,20,BYRD AVE
Motor Vehicle Accident Response,A7,7,2018,4,Monday,18,BENNINGTON ST
Auto Theft,B3,467,2018,4,Sunday,18,WESTMORE RD
Fraud,D4,129,2018,4,Thursday,14,BOYLSTON ST
Medical Assistance,B3,565,2018,4,Monday,20,SENATOR BOLLING CIR
Medical Assistance,B3,465,2018,4,Monday,20,BLUE HILL AVE
Towed,C11,249,2018,4,Monday,20,TUTTLE ST
Fraud,A1,61,2018,4,Monday,19,LEGENDS WAY
Motor Vehicle Accident Response,C11,358,2018,4,Monday,19,MARLOWE ST
Property Lost,A1,78,2018,4,Friday,14,HANOVER ST
Medical Assistance,D4,283,2018,4,Monday,19,HUNTINGTON AVE
Fraud,A1,109,2018,4,Monday,17,POST OFFICE SQ
Property Lost,B2,603,2018,4,Sunday,22,TREMONT ST
Other,B2,183,2018,4,Monday,19,DUDLEY ST
Investigate Property,A1,63,2018,4,Monday,0,NEW SUDBURY ST
Medical Assistance,E18,542,2018,4,Monday,19,RESERVATION RD
Other,D4,168,2018,4,Monday,18,E NEWTON ST
Drug Violation,A15,41,2018,4,Monday,20,BUNKER HILL ST
Drug Violation,A15,41,2018,4,Monday,20,BUNKER HILL ST
Medical Assistance,B3, ,2018,4,Monday,19,BLUE HILL AVE
Larceny From Motor Vehicle,B3,420,2018,4,Monday,19,MORTON ST
Residential Burglary,C11,395,2018,4,Monday,14,GALLIVAN BLVD
Motor Vehicle Accident Response,E5, ,2018,4,Monday,18,UKRAINE WAY
Fraud,A1,115,2018,4,Thursday,12,SOUTH ST
License Plate Related Incidents,C11,351,2018,4,Monday,16,DICKENS ST
Motor Vehicle Accident Response,A7,12,2018,4,Monday,19,BOARDMAN ST
Motor Vehicle Accident Response,B3,429,2018,4,Monday,19,MIDDLETON ST
Service,E13,568,2018,4,Monday,18,PARK LN
Verbal Disputes,E18,501,2018,4,Monday,19,CUMMINS HWY
Investigate Person,E18,521,2018,4,Monday,18,FAIRMOUNT AVE
Residential Burglary,E18,499,2018,4,Monday,18,NAVARRE ST
Simple Assault,B2,911,2018,4,Monday,18,ANNUNCIATION RD
Vandalism,E13,608,2018,4,Monday,7,BYNNER ST
Motor Vehicle Accident Response,D14,759,2018,4,Sunday,19,DUNBOY ST
Medical Assistance,A1,61,2018,4,Monday,18,LEGENDS WAY
Other,B2,311,2018,4,Monday,18,SAVIN ST
Property Lost,B2,289,2018,12,Friday,12,TREMONT ST
Residential Burglary,D4,133,2018,4,Monday,18,COMMONWEALTH AVE
Other,D4,156,2018,4,Monday,17,MASSACHUSETTS AVE
Residential Burglary,D14,791,2018,4,Tuesday,6,CAROL AVE
Property Lost,B3,463,2018,4,Monday,11,AMERICAN LEGION HWY
Medical Assistance,B2,601,2018,4,Saturday,10,TREMONT ST
Recovered Stolen Property,B2,258,2018,4,Monday,18,DUDLEY ST
Investigate Property,B2,258,2018,4,Monday,18,DUDLEY ST
Warrant Arrests,B2,258,2018,4,Monday,18,DUDLEY ST
Medical Assistance,A1,103,2018,4,Monday,17,WASHINGTON ST
Property Lost,B3,436,2018,4,Sunday,14,OAKWOOD ST
Larceny From Motor Vehicle,E5,712,2018,4,Saturday,14,ROCKINGHAM AVE
Drug Violation,C11,257,2018,4,Monday,17,CUSHING AVE
Investigate Property,D4,157,2018,4,Monday,16,W NEWTON ST
Drug Violation,D4,270,2018,4,Monday,17,NORTHAMPTON ST
Vandalism,C11,394,2018,4,Monday,18,SHENANDOAH ST
Motor Vehicle Accident Response,, ,2018,4,Saturday,12,HUNTINGTON
Fraud,D4,143,2018,4,Saturday,12,BOYLSTON ST
Other,C11,257,2018,4,Monday,18,CUSHING AVE
Medical Assistance,D4,285,2018,4,Monday,17,TREMONT ST
Property Lost,D14,802,2018,4,Saturday,18,BRIGHTON AVE
Restraining Order Violations,B2,318,2018,3,Tuesday,9,ELM HILL AVE
Larceny,A1,105,2018,4,Friday,21,FRANKLIN ST
Harassment,D4,623,2018,4,Monday,17,CHARLESGATE W
Property Lost,E13,642,2018,3,Tuesday,17,CENTRE ST
Harassment,C11,252,2018,4,Monday,10,FOX POINT RD
Operating Under the Influence,C6,194,2018,4,Monday,16,DORCHESTER ST
Motor Vehicle Accident Response,B2,321,2018,4,Monday,17,DEVON ST
Motor Vehicle Accident Response,C11,186,2018,4,Monday,16,BOSTON ST
Drug Violation,B3,465,2018,4,Monday,17,BLUE HILL AVE
Motor Vehicle Accident Response,E5,723,2018,4,Monday,17,NORTHDALE RD
Larceny,C6,206,2018,4,Saturday,3,SEAPORT BLVD
Fraud,C11,249,2018,4,Saturday,17,SAXTON ST
Larceny,D4,619,2018,4,Monday,16,WESTLAND AVE
Drug Violation,D4,170,2018,4,Monday,17,WASHINGTON ST
Larceny,E18,517,2018,4,Tuesday,9,GARFIELD AVE
Motor Vehicle Accident Response,D14,777,2018,4,Monday,16,WASHINGTON ST
Motor Vehicle Accident Response,D4,149,2018,3,Friday,9,COLUMBUS AVE
Harassment,C6,936,2018,4,Thursday,17,COSTELLO CIR
Fraud,E18,530,2018,4,Friday,14,READVILLE ST
Criminal Harassment,A7,17,2018,4,Saturday,19,CHELSEA ST
Other,D4,164,2018,4,Monday,16,PERRY ST
Violations,D4,164,2018,4,Monday,16,PERRY ST
Medical Assistance,C11,352,2018,4,Monday,15,ADAMS ST
Harassment,B2,300,2018,4,Monday,17,HIGHLAND ST
Simple Assault,B3,74,2018,4,Monday,16,NEW CHARDON ST
Investigate Property,A1,61,2018,4,Monday,16,LEGENDS WAY
Property Lost,B3,473,2018,4,Monday,16,LIVERMORE ST
Harassment,E5,561,2018,4,Sunday,18,FLORENCE ST
Towed,B3,437,2018,4,Monday,16,ELMHURST ST
Larceny From Motor Vehicle,D14,752,2018,4,Saturday,16,LAKE ST
Medical Assistance,B2,312,2018,4,Monday,16,HAROLD ST
Property Lost,A1,117,2018,3,Sunday,1,WASHINGTON ST
Investigate Property,C11,347,2018,4,Monday,15,LYON ST
Larceny From Motor Vehicle,A7,14,2018,4,Sunday,16,SARATOGA ST
Motor Vehicle Accident Response,D4, ,2018,4,Monday,16,HARRISON AVE
Motor Vehicle Accident Response,C6,226,2018,4,Monday,16,E FOURTH ST
Medical Assistance,A1,85,2018,4,Monday,15,ENDICOTT ST
Larceny From Motor Vehicle,B3,448,2018,4,Monday,9,WHEATLAND AVE
Motor Vehicle Accident Response,B2,606,2018,4,Friday,14,HUNTINGTON AVE
Investigate Person,D14,815,2018,4,Monday,15,ALCOTT ST
Motor Vehicle Accident Response,B2,289,2018,4,Monday,14,MALCOLM X BLVD
Towed,B3,437,2018,4,Monday,16,FERNDALE ST
Property Lost,A1,115,2018,4,Monday,5,ATLANTIC AVE
Motor Vehicle Accident Response,D14,759,2018,4,Monday,15,ADAIR RD
Residential Burglary,E13,578,2018,4,Monday,15,WYMAN ST
Warrant Arrests,E13,578,2018,4,Monday,15,WYMAN ST
Motor Vehicle Accident Response,B3,426,2018,4,Monday,15,RIVER ST
Larceny,C6,186,2018,3,Friday,8,MASSACHUSETTS AVE
Motor Vehicle Accident Response,B2,309,2018,4,Sunday,13,CHARLAME ST
Police Service Incidents,A1,115,2018,4,Monday,15,SOUTH ST
Simple Assault,E18,516,2018,4,Monday,14,TRUMAN PKWY
Motor Vehicle Accident Response,D4,171,2018,4,Monday,15,ALBANY ST
Motor Vehicle Accident Response,C6,174,2018,4,Monday,15,DORCHESTER AVE
Larceny,A7,28,2018,4,Monday,15,CENTRAL SQ
Towed,E13,634,2018,4,Monday,14,CENTRE ST
Larceny From Motor Vehicle,C6,222,2018,4,Sunday,20,I ST
Harassment,D4,131,2018,11,Wednesday,13,BEACON ST
Investigate Person,A1,61,2018,4,Monday,12,CAUSEWAY ST
Simple Assault,C11,402,2018,4,Monday,14,FULLER ST
Larceny,C11,402,2018,4,Monday,14,FULLER ST
Violations,B2, ,2018,4,Monday,15,
Investigate Person,C11,357,2018,4,Monday,14,WESTVILLE ST
Investigate Person,D14,803,2018,4,Monday,14,CAMBRIDGE ST
Larceny,E13,304,2018,4,Monday,14,COLUMBUS AVE
Investigate Person,B3,442,2018,4,Monday,13,WALES ST
Motor Vehicle Accident Response,B3, ,2018,4,Friday,15,BLUE HILL AVE
Medical Assistance,B3,441,2018,4,Monday,13,NIGHTINGALE ST
Medical Assistance,E13,607,2018,4,Monday,11,HEATH ST
Property Lost,E5,691,2018,4,Monday,12,CENTRE ST
Other,B2,288,2018,4,Monday,12,MALCOLM X BLVD
Larceny,C11,360,2018,4,Monday,13,BOURNESIDE ST
Investigate Person,E5,729,2018,4,Monday,12,VFW PKWY
Other,A1,103,2018,4,Monday,14,PROVINCE ST
Larceny,B3,446,2018,3,Friday,18,NORWELL ST
Fraud,E5,680,2018,3,Friday,0,BIRCH ST
Other,C6,914,2018,4,Monday,14,GENERAL LAWRENCE J LOGAN 
Larceny,, ,2018,3,Monday,15,LONG
Investigate Person,B2,329,2018,4,Monday,13,STANWOOD TER
Residential Burglary,C11,334,2018,4,Monday,8,COLEMAN ST
Violations,E13,584,2018,4,Monday,13,HEATH ST
Larceny,E5,822,2018,4,Thursday,13,CROWN POINT DR
Larceny,D4,129,2018,4,Thursday,12,CLARENDON ST
Medical Assistance,E5,713,2018,4,Monday,12,STIMSON ST
Motor Vehicle Accident Response,C11,257,2018,4,Monday,11,HANCOCK ST
Towed,C6,256,2018,4,Monday,11,MOUNT VERNON ST
Fraud,B2, ,2018,4,Monday,12,ABBOTSFORD ST
Towed,D14,749,2018,4,Monday,13,COMMONWEALTH AVE
Other,D4,138,2018,4,Friday,13,NEWBURY ST
Other,B3,439,2018,4,Monday,13,TALBOT AVE
Other,A1,92,2018,4,Monday,12,CITY HALL PLZ
Fraud,C11,350,2018,12,Friday,12,DUNCAN ST
Motor Vehicle Accident Response,C6,256,2018,4,Monday,11,WILLIAM T MORRISSEY BLVD
Towed,E13,576,2018,4,Monday,11,BOYLSTON ST
Investigate Person,A1,97,2018,4,Monday,11,BOSTON PL
Larceny From Motor Vehicle,A7,14,2018,4,Sunday,19,SARATOGA ST
Larceny,D4,618,2018,4,Saturday,0,BOYLSTON ST
Property Lost,A1,114,2018,4,Sunday,12,ATLANTIC AVE
Robbery,D4, ,2018,5,Friday,21,
Restraining Order Violations,C11,388,2018,3,Monday,12,DORCHESTER AVE
License Violation,D4,618,2018,4,Monday,12,HUNTINGTON AVE
Aggravated Assault,B3,418,2018,4,Monday,12,MORTON ST
Harassment,B3,418,2018,4,Monday,12,MORTON ST
Larceny,C6,196,2018,4,Sunday,11,OLD COLONY AVE
Confidence Games,C6,196,2018,4,Sunday,11,OLD COLONY AVE
Medical Assistance,A1,117,2018,4,Monday,11,BOYLSTON ST
Motor Vehicle Accident Response,D4, ,2018,4,Monday,8,COMMONWEALTH AVE
Other,B2,326,2018,4,Friday,12,NORMANDY ST
Verbal Disputes,B3,432,2018,4,Monday,10,LAURIAT ST
Larceny,D4,138,2018,4,Wednesday,19,NEWBURY ST
License Violation,B2,606,2018,4,Monday,11,HUNTINGTON AVE
Harassment,E13,641,2018,4,Friday,16,CENTRE ST
Simple Assault,E5,564,2018,4,Sunday,0,WASHINGTON ST
Aggravated Assault,B2,298,2018,4,Monday,11,DALE ST
Motor Vehicle Accident Response,B2,280,2018,4,Monday,11,WASHINGTON ST
License Violation,B2,604,2018,4,Monday,11,HUNTINGTON AVE
Investigate Property,B2,614,2018,4,Monday,11,FENWAY
Violations,E13,607,2018,4,Monday,9,HEATH ST
Towed,D4,591,2018,4,Monday,11,HEMENWAY ST
Motor Vehicle Accident Response,B3,445,2018,4,Sunday,14,GREENWOOD ST
Drug Violation,D4,274,2018,4,Monday,9,CAMDEN ST
Confidence Games,A7,20,2018,3,Wednesday,8,PUTNAM ST
Fire Related Reports,B2,586,2018,4,Monday,10,HILLSIDE ST
Motor Vehicle Accident Response,E5,822,2018,4,Thursday,21,WASHINGTON ST
Medical Assistance,B3,429,2018,4,Monday,10,WINSTON RD
Violations,B2,315,2018,4,Monday,11,GASTON ST
Larceny,B3,455,2018,4,Sunday,19,CARMEN ST
Other,D14,806,2018,4,Friday,20,SOLDIERS FIELD RD
Larceny From Motor Vehicle,B3,444,2018,4,Saturday,22,BLUE HILL AVE
Larceny,D4,284,2018,3,Thursday,0,MASSACHUSETTS AVE
Drug Violation,E13,510,2018,4,Monday,10,ARBORWAY
Simple Assault,C6,189,2018,4,Monday,9,DORCHESTER AVE
Property Lost,B3,468,2018,4,Monday,10,WELLINGTON HILL ST
Violations,B2,313,2018,4,Monday,10,QUINCY ST
Auto Theft,A7,19,2018,4,Sunday,10,PRINCETON ST
Larceny,D14,785,2018,3,Thursday,0,COMMONWEALTH AVE
Motor Vehicle Accident Response,D14,807,2018,4,Monday,9,WESTERN AVE
Property Found,B3,434,2018,4,Monday,10,NORFOLK ST
Towed,D14,749,2018,4,Monday,10,COMMONWEALTH AVE
Firearm Violations,A1,107,2018,4,Monday,10,DEVONSHIRE ST
Disorderly Conduct,A1,107,2018,4,Monday,10,DEVONSHIRE ST
Other,A1,107,2018,4,Monday,10,DEVONSHIRE ST
Aggravated Assault,A1,107,2018,4,Monday,10,DEVONSHIRE ST
Investigate Person,B2,911,2018,4,Monday,9,ANNUNCIATION RD
Simple Assault,C11,395,2018,4,Monday,9,GALLIVAN BLVD
Verbal Disputes,C11,395,2018,4,Monday,9,GALLIVAN BLVD
Medical Assistance,E18,545,2018,4,Monday,8,GORDON AVE
Towed,D14,752,2018,4,Monday,8,LANGLEY RD
Larceny From Motor Vehicle,D4,146,2018,4,Friday,19,SAINT BOTOLPH ST
Larceny,A1,94,2018,4,Monday,0,FANEUIL HALL MARKETPLACE
Investigate Property,D4,624,2018,4,Monday,10,YAWKEY WAY
Larceny From Motor Vehicle,C11,355,2018,4,Monday,14,VICTORY RD
Confidence Games,A15,53,2018,3,Thursday,9,MAIN ST
Towed,D4,160,2018,4,Monday,8,DWIGHT ST
Medical Assistance,C11,395,2018,4,Monday,9,GALLIVAN BLVD
Larceny From Motor Vehicle,C6,216,2018,4,Saturday,20,W NINTH ST
Motor Vehicle Accident Response,C11,436,2018,4,Monday,9,EPPING ST
Motor Vehicle Accident Response,C11,398,2018,4,Monday,8,TALBOT AVE
Motor Vehicle Accident Response,A1,111,2018,4,Friday,12,TREMONT ST
Towed,A15,41,2018,4,Monday,7,BUNKER HILL ST
Verbal Disputes,E5,563,2018,4,Monday,8,WASHINGTON ST
Towed,A7,34,2018,4,Monday,7,MARGINAL ST
Investigate Property,E5,550,2018,4,Saturday,16,BLUE LEDGE DR
Residential Burglary,E5,550,2018,4,Saturday,16,BLUE LEDGE DR
Investigate Person,C6,936,2018,4,Monday,7,B ST
Towed,D14,774,2018,4,Monday,8,STRATHMORE RD
